SN	Pad-value	Protein name (Annotation)
3776	0.510907	>gi|21244567|ref|NP_644149.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3777	0.859430	>gi|21244568|ref|NP_644150.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3778	0.466770	>gi|21244569|ref|NP_644151.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3779	0.163158	>gi|21244570|ref|NP_644152.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3780	0.223274	>gi|21244571|ref|NP_644153.1| N-acyl-L-amino acid amidohydrolase [Xanthomonas axonopodis pv. citri str. 306]
3781	0.550615	>gi|21244572|ref|NP_644154.1| membrane fusion protein precursor [Xanthomonas axonopodis pv. citri str. 306]
3782	0.185117	>gi|21244573|ref|NP_644155.1| acriflavin resistance protein [Xanthomonas axonopodis pv. citri str. 306]
3783	0.201337	>gi|21244574|ref|NP_644156.1| acriflavin resistance protein [Xanthomonas axonopodis pv. citri str. 306]
3784	0.139780	>gi|21244575|ref|NP_644157.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3785	0.117563	>gi|21244576|ref|NP_644158.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3786	0.334864	>gi|21244577|ref|NP_644159.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3787	0.279557	>gi|21244578|ref|NP_644160.1| hydrolase haloacid delahogenase-like family [Xanthomonas axonopodis pv. citri str. 306]
3788	0.485017	>gi|21244579|ref|NP_644161.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3789	0.922566	>gi|21244580|ref|NP_644162.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3790	0.264211	>gi|21244581|ref|NP_644163.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3791	0.164472	>gi|21244582|ref|NP_644164.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3792	0.442908	>gi|21244583|ref|NP_644165.1| D-alanyl-D-alanine dipeptidase [Xanthomonas axonopodis pv. citri str. 306]
3793	0.348896	>gi|21244584|ref|NP_644166.1| N-acetylmuramoyl-L-alanine amidase [Xanthomonas axonopodis pv. citri str. 306]
3794	0.281194	>gi|21244585|ref|NP_644167.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3795	0.198726	>gi|21244586|ref|NP_644168.1| chloromuconate cycloisomerase [Xanthomonas axonopodis pv. citri str. 306]
3796	0.493215	>gi|21244587|ref|NP_644169.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3797	0.224964	>gi|21244588|ref|NP_644170.1| cationic amino acid transporter [Xanthomonas axonopodis pv. citri str. 306]
3798	0.481725	>gi|21244589|ref|NP_644171.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3799	0.305668	>gi|21244590|ref|NP_644172.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3800	0.655422	>gi|21244591|ref|NP_644173.1| membrane protein [Xanthomonas axonopodis pv. citri str. 306]
3801	0.393600	>gi|21244592|ref|NP_644174.1| dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3802	0.160489	>gi|21244593|ref|NP_644175.1| beta-glucosidase [Xanthomonas axonopodis pv. citri str. 306]
3803	0.232043	>gi|21244594|ref|NP_644176.1| dihydroneopterin aldolase [Xanthomonas axonopodis pv. citri str. 306]
3804	0.242894	>gi|21244595|ref|NP_644177.1| O-sialoglycoprotein endopeptidase [Xanthomonas axonopodis pv. citri str. 306]
3805	0.280834	>gi|21244596|ref|NP_644178.1| 30S ribosomal protein S21 [Xanthomonas axonopodis pv. citri str. 306]
3806	0.269234	>gi|21244597|ref|NP_644179.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3807	0.270355	>gi|21244598|ref|NP_644180.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3808	0.333944	>gi|21244599|ref|NP_644181.1| ribonuclease BN [Xanthomonas axonopodis pv. citri str. 306]
3809	0.071740	>gi|21244600|ref|NP_644182.1| DNA primase [Xanthomonas axonopodis pv. citri str. 306]
3810	0.151805	>gi|21244601|ref|NP_644183.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3811	0.411915	>gi|21244602|ref|NP_644184.1| disulphide-isomerase [Xanthomonas axonopodis pv. citri str. 306]
3812	0.384682	>gi|21244603|ref|NP_644185.1| cytochrome C oxidase assembly factor [Xanthomonas axonopodis pv. citri str. 306]
3813	0.156829	>gi|21244604|ref|NP_644186.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3814	0.286739	>gi|21244605|ref|NP_644187.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3815	0.329416	>gi|21244606|ref|NP_644188.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3816	0.421444	>gi|21244607|ref|NP_644189.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3817	0.489437	>gi|21244608|ref|NP_644190.1| cytochrome C oxidase subunit III [Xanthomonas axonopodis pv. citri str. 306]
3818	0.702488	>gi|21244609|ref|NP_644191.1| cytochrome C oxidase assembly protein ctaG [Xanthomonas axonopodis pv. citri str. 306]
3819	0.209866	>gi|21244611|ref|NP_644193.1| cytochrome C oxidase subunit I [Xanthomonas axonopodis pv. citri str. 306]
3820	0.504511	>gi|21244612|ref|NP_644194.1| cytochrome C oxidase subunit II [Xanthomonas axonopodis pv. citri str. 306]
3821	0.368649	>gi|21244613|ref|NP_644195.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3822	0.203869	>gi|21244614|ref|NP_644196.1| bifunctional PutA protein [Xanthomonas axonopodis pv. citri str. 306]
3823	0.315794	>gi|21244615|ref|NP_644197.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3824	0.117370	>gi|21244616|ref|NP_644198.1| tyrosyl-tRNA synthetase [Xanthomonas axonopodis pv. citri str. 306]
3825	0.271799	>gi|21244617|ref|NP_644199.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3826	0.296002	>gi|21244618|ref|NP_644200.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3827	0.206778	>gi|21244619|ref|NP_644201.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3828	0.226795	>gi|21244620|ref|NP_644202.1| signal transducer [Xanthomonas axonopodis pv. citri str. 306]
3829	0.416433	>gi|21244621|ref|NP_644203.1| exodeoxyribonuclease III [Xanthomonas axonopodis pv. citri str. 306]
3830	0.319403	>gi|21244622|ref|NP_644204.1| orotate phosphoribosyl transferase [Xanthomonas axonopodis pv. citri str. 306]
3831	0.433456	>gi|21244623|ref|NP_644205.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3832	0.191832	>gi|21244624|ref|NP_644206.1| chromosome partitioning protein [Xanthomonas axonopodis pv. citri str. 306]
3833	0.071799	>gi|21244625|ref|NP_644207.1| chromosome partitioning protein [Xanthomonas axonopodis pv. citri str. 306]
3834	0.110134	>gi|21244626|ref|NP_644208.1| mitomycin resistance protein [Xanthomonas axonopodis pv. citri str. 306]
3835	0.307193	>gi|21244627|ref|NP_644209.1| nucleotide sugar epimerase [Xanthomonas axonopodis pv. citri str. 306]
3836	0.223919	>gi|21244628|ref|NP_644210.1| dolichol-phosphate mannosyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3837	0.438701	>gi|21244629|ref|NP_644211.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3838	0.221775	>gi|21244630|ref|NP_644212.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3839	0.213434	>gi|21244631|ref|NP_644213.1| phosphomannomutase [Xanthomonas axonopodis pv. citri str. 306]
3840	0.249278	>gi|21244632|ref|NP_644214.1| dUTPase [Xanthomonas axonopodis pv. citri str. 306]
3841	0.338746	>gi|21244633|ref|NP_644215.1| DNA-pantothenate metabolism flavoprotein [Xanthomonas axonopodis pv. citri str. 306]
3842	0.068259	>gi|21244634|ref|NP_644216.1| DNA repair protein [Xanthomonas axonopodis pv. citri str. 306]
3843	0.195585	>gi|21244635|ref|NP_644217.1| arginyl-tRNA synthetase [Xanthomonas axonopodis pv. citri str. 306]
3844	0.569782	>gi|21244636|ref|NP_644218.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3845	0.323852	>gi|21244637|ref|NP_644219.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3846	0.465624	>gi|21244638|ref|NP_644220.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
3847	0.130463	>gi|21244639|ref|NP_644221.1| acyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3848	0.254303	>gi|21244640|ref|NP_644222.1| glucosyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3849	0.131421	>gi|21244641|ref|NP_644223.1| ATP-dependent serine activating enzyme [Xanthomonas axonopodis pv. citri str. 306]
3850	0.140756	>gi|21244642|ref|NP_644224.1| biosynthetic arginine decarboxylase [Xanthomonas axonopodis pv. citri str. 306]
3851	0.332409	>gi|21244643|ref|NP_644225.1| spermidine synthase [Xanthomonas axonopodis pv. citri str. 306]
3852	0.098779	>gi|21244644|ref|NP_644226.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3853	0.472637	>gi|21244645|ref|NP_644227.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3854	0.147235	>gi|21244646|ref|NP_644228.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3855	0.285321	>gi|21244647|ref|NP_644229.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3856	0.243767	>gi|21244648|ref|NP_644230.1| nitrogen regulatory protein P-II [Xanthomonas axonopodis pv. citri str. 306]
3857	0.390687	>gi|21244649|ref|NP_644231.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3858	0.148899	>gi|21244650|ref|NP_644232.1| competence related protein [Xanthomonas axonopodis pv. citri str. 306]
3859	0.178805	>gi|21244651|ref|NP_644233.1| integrase/recombinase [Xanthomonas axonopodis pv. citri str. 306]
3860	0.104050	>gi|21244652|ref|NP_644234.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3861	0.211484	>gi|21244653|ref|NP_644235.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3862	0.102853	>gi|21244654|ref|NP_644236.1| IS1389 transposase [Xanthomonas axonopodis pv. citri str. 306]
3863	0.100446	>gi|21244655|ref|NP_644237.1| IS1389 transposase [Xanthomonas axonopodis pv. citri str. 306]
3864	0.443323	>gi|21244656|ref|NP_644238.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3865	0.228442	>gi|21244659|ref|NP_644241.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3866	0.183652	>gi|21244660|ref|NP_644242.1| DNA helicase [Xanthomonas axonopodis pv. citri str. 306]
3867	0.079539	>gi|21244661|ref|NP_644243.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3868	0.200100	>gi|21244662|ref|NP_644244.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
3869	0.168172	>gi|21244663|ref|NP_644245.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
3870	0.408592	>gi|21244664|ref|NP_644246.1| recombination related protein [Xanthomonas axonopodis pv. citri str. 306]
3871	0.061672	>gi|21244665|ref|NP_644247.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3872	0.083496	>gi|21244666|ref|NP_644248.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3873	0.148882	>gi|21244667|ref|NP_644249.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3874	0.350783	>gi|21244668|ref|NP_644250.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3875	0.091810	>gi|21244669|ref|NP_644251.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3876	0.154779	>gi|21244670|ref|NP_644252.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3877	0.125707	>gi|21244671|ref|NP_644253.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3878	0.257887	>gi|21244672|ref|NP_644254.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3879	0.246031	>gi|21244673|ref|NP_644255.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3880	0.212843	>gi|21244674|ref|NP_644256.1| competence related protein [Xanthomonas axonopodis pv. citri str. 306]
3881	0.269799	>gi|21244675|ref|NP_644257.1| outer membrane lipoprotein Blc [Xanthomonas axonopodis pv. citri str. 306]
3882	0.556839	>gi|21244676|ref|NP_644258.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3883	0.209058	>gi|21244677|ref|NP_644259.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3884	0.141386	>gi|21244678|ref|NP_644260.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3885	0.147183	>gi|21244679|ref|NP_644261.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
3886	0.230924	>gi|21244680|ref|NP_644262.1| transcriptional regulator tetR family [Xanthomonas axonopodis pv. citri str. 306]
3887	0.281219	>gi|21244681|ref|NP_644263.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3888	0.132885	>gi|21244682|ref|NP_644264.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3889	0.224017	>gi|21244683|ref|NP_644265.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3890	0.353475	>gi|21244684|ref|NP_644266.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3891	0.214423	>gi|21244685|ref|NP_644267.1| hydrolase; peptidase [Xanthomonas axonopodis pv. citri str. 306]
3892	0.462564	>gi|21244686|ref|NP_644268.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3893	0.080853	>gi|21244687|ref|NP_644269.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3894	0.415867	>gi|21244688|ref|NP_644270.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3895	0.148193	>gi|21244689|ref|NP_644271.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3896	0.421115	>gi|21244690|ref|NP_644272.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3897	0.250553	>gi|21244691|ref|NP_644273.1| cell division inhibitor [Xanthomonas axonopodis pv. citri str. 306]
3898	0.171691	>gi|21244692|ref|NP_644274.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
3899	0.200925	>gi|21244693|ref|NP_644275.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
3900	0.228732	>gi|21244694|ref|NP_644276.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3901	0.426947	>gi|21244695|ref|NP_644277.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3902	0.297956	>gi|21244696|ref|NP_644278.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3903	0.749505	>gi|21244697|ref|NP_644279.1| histone H1 homolog [Xanthomonas axonopodis pv. citri str. 306]
3904	0.312809	>gi|21244698|ref|NP_644280.1| protease DO [Xanthomonas axonopodis pv. citri str. 306]
3905	0.416333	>gi|21244699|ref|NP_644281.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3906	0.306940	>gi|21244700|ref|NP_644282.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3907	0.195014	>gi|21244701|ref|NP_644283.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3908	0.255790	>gi|21244702|ref|NP_644284.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3909	0.322907	>gi|21244703|ref|NP_644285.1| transport protein [Xanthomonas axonopodis pv. citri str. 306]
3910	0.194627	>gi|21244704|ref|NP_644286.1| hydrolase [Xanthomonas axonopodis pv. citri str. 306]
3911	0.273726	>gi|21244705|ref|NP_644287.1| leucine aminopeptidase [Xanthomonas axonopodis pv. citri str. 306]
3912	0.214600	>gi|21244706|ref|NP_644288.1| transmembrane regulator protein prtR [Xanthomonas axonopodis pv. citri str. 306]
3913	0.104107	>gi|21244707|ref|NP_644289.1| ECF sigma factor [Xanthomonas axonopodis pv. citri str. 306]
3914	0.624077	>gi|21244708|ref|NP_644290.1| catalase [Xanthomonas axonopodis pv. citri str. 306]
3915	0.244807	>gi|21244709|ref|NP_644291.1| cytochrome B561 [Xanthomonas axonopodis pv. citri str. 306]
3916	0.366265	>gi|21244710|ref|NP_644292.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3917	0.181874	>gi|21244711|ref|NP_644293.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
3918	0.239790	>gi|21244712|ref|NP_644294.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
3919	0.257961	>gi|21244713|ref|NP_644295.1| acriflavin resistance protein [Xanthomonas axonopodis pv. citri str. 306]
3920	0.255414	>gi|21244714|ref|NP_644296.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3921	0.382850	>gi|21244715|ref|NP_644297.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3922	0.612511	>gi|21244716|ref|NP_644298.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3923	0.308385	>gi|21244717|ref|NP_644299.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3924	0.258521	>gi|21244718|ref|NP_644300.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3925	0.133840	>gi|21244719|ref|NP_644301.1| integral membrane protein [Xanthomonas axonopodis pv. citri str. 306]
3926	0.204383	>gi|21244720|ref|NP_644302.1| integral membrane protein [Xanthomonas axonopodis pv. citri str. 306]
3927	0.394852	>gi|21244721|ref|NP_644303.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3928	0.219031	>gi|21244722|ref|NP_644304.1| peptidase [Xanthomonas axonopodis pv. citri str. 306]
3929	0.339812	>gi|21244723|ref|NP_644305.1| beta-lactamase related protein [Xanthomonas axonopodis pv. citri str. 306]
3930	0.207567	>gi|21244724|ref|NP_644306.1| tryptophanyl-tRNA synthetase [Xanthomonas axonopodis pv. citri str. 306]
3931	0.483476	>gi|21244725|ref|NP_644307.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3932	0.413705	>gi|21244726|ref|NP_644308.1| entericidin A [Xanthomonas axonopodis pv. citri str. 306]
3933	0.278157	>gi|21244727|ref|NP_644309.1| arginase [Xanthomonas axonopodis pv. citri str. 306]
3934	0.423328	>gi|21244728|ref|NP_644310.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3935	0.280839	>gi|21244729|ref|NP_644311.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3936	0.241790	>gi|21244730|ref|NP_644312.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
